Country,EffectiveDate,ModelYear,AlgCode,ChromeStyleId,IsPrimary
US,2022-07-01,2023,260514110,428105,1
US,2022-07-01,2023,260514130,428106,1
US,2022-07-01,2023,260514136,428107,1
US,2022-07-01,2023,260514150,428108,1
US,2022-07-01,2023,260514151,428109,1
US,2022-07-01,2023,260562104,428110,1
US,2022-07-01,2023,260562106,428111,1
US,2022-07-01,2023,260562140,428112,1
US,2022-07-01,2023,260563104,428113,1
US,2022-07-01,2023,260563106,428114,1
US,2022-07-01,2023,260563114,428115,1
US,2022-07-01,2023,260563140,428116,1
US,2022-07-01,2023,260563145,428117,1
US,2022-07-01,2023,260617110,427152,1
US,2022-07-01,2023,260617115,427153,1
US,2022-07-01,2023,260617120,427157,1
US,2022-07-01,2023,260617120,427154,0
US,2022-07-01,2023,260617130,427158,1
US,2022-07-01,2023,260617130,427155,0
US,2022-07-01,2023,260617135,427159,1
US,2022-07-01,2023,260617135,427156,0
US,2022-07-01,2023,260617140,427163,1
US,2022-07-01,2023,260617140,427160,0
US,2022-07-01,2023,260617150,427164,1
US,2022-07-01,2023,260617150,427161,0
US,2022-07-01,2023,260617155,427165,1
US,2022-07-01,2023,260617155,427162,0
US,2022-07-01,2023,260622110,427423,1
US,2022-07-01,2023,260622115,427426,1
US,2022-07-01,2023,260622122,427429,1
US,2022-07-01,2023,260622132,427432,1
US,2022-07-01,2023,260622142,427441,1
US,2022-07-01,2023,260622142,427435,0
US,2022-07-01,2023,260622152,427444,1
US,2022-07-01,2023,260622152,427437,0
US,2022-07-01,2023,260622157,427447,1
US,2022-07-01,2023,260622157,427439,0
US,2022-07-01,2023,260647110,427166,1
US,2022-07-01,2023,260647115,427167,1
US,2022-07-01,2023,260647120,427171,1
US,2022-07-01,2023,260647120,427168,0
US,2022-07-01,2023,260647130,427172,1
US,2022-07-01,2023,260647130,427169,0
US,2022-07-01,2023,260647135,427173,1
US,2022-07-01,2023,260647135,427170,0
US,2022-07-01,2023,260647140,427179,1
US,2022-07-01,2023,260647140,427174,0
US,2022-07-01,2023,260647150,427180,1
US,2022-07-01,2023,260647150,427175,0
US,2022-07-01,2023,260647155,427181,1
US,2022-07-01,2023,260647155,427176,0
US,2022-07-01,2023,260647160,427182,1
US,2022-07-01,2023,260647160,427177,0
US,2022-07-01,2023,260648115,427183,1
US,2022-07-01,2023,260648115,427178,0
US,2022-07-01,2023,260652110,427450,1
US,2022-07-01,2023,260652115,427453,1
US,2022-07-01,2023,260652120,427456,1
US,2022-07-01,2023,260652132,427459,1
US,2022-07-01,2023,260652142,427472,1
US,2022-07-01,2023,260652142,427462,0
US,2022-07-01,2023,260652152,427475,1
US,2022-07-01,2023,260652152,427464,0
US,2022-07-01,2023,260652157,427478,1
US,2022-07-01,2023,260652157,427466,0
US,2022-07-01,2023,260652162,427481,1
US,2022-07-01,2023,260652162,427468,0
US,2022-07-01,2023,260653115,427483,1
US,2022-07-01,2023,260653115,427470,0
US,2022-07-01,2023,280140115,428520,1
US,2022-07-01,2023,280140117,428521,1
US,2022-07-01,2023,280140127,428522,1
US,2022-07-01,2023,280145110,428523,1
US,2022-07-01,2023,280145112,428524,1
US,2022-07-01,2023,280145117,428525,1
US,2022-07-01,2023,280155120,427332,1
US,2022-07-01,2023,280155125,427333,1
US,2022-07-01,2023,280155128,427336,1
US,2022-07-01,2023,280155140,427334,1
US,2022-07-01,2023,280155145,427335,1
US,2022-07-01,2023,300113120,428789,1
US,2022-07-01,2023,300113120,428790,0
US,2022-07-01,2023,300113122,428791,1
US,2022-07-01,2023,300113122,428792,0
US,2022-07-01,2023,300113127,428793,1
US,2022-07-01,2023,300113127,428794,0
US,2022-07-01,2023,300113133,428795,1
US,2022-07-01,2023,300113141,428787,1
US,2022-07-01,2023,300113142,428788,1
US,2022-07-01,2023,380120127,426830,1
US,2022-07-01,2023,380120128,426832,1
US,2022-07-01,2023,380120132,426833,1
US,2022-07-01,2023,380120162,426831,1
US,2022-07-01,2023,380120166,426834,1
US,2022-07-01,2023,380120167,426835,1
US,2022-07-01,2023,380126120,427689,1
US,2022-07-01,2023,380128120,427852,1
US,2022-07-01,2023,400512110,428288,1
US,2022-07-01,2023,400512110,428291,0
US,2022-07-01,2023,400512113,428289,1
US,2022-07-01,2023,400512113,428290,0
US,2022-07-01,2023,400512130,428292,1
US,2022-07-01,2023,400512140,428497,1
US,2022-07-01,2023,400512140,428500,0
US,2022-07-01,2023,400512145,428498,1
US,2022-07-01,2023,400512145,430541,0
US,2022-07-01,2023,400512145,428499,0
US,2022-07-01,2023,400512150,428501,1
US,2022-07-01,2023,400512150,430542,0
US,2022-07-01,2023,400512150,428502,0
US,2022-07-01,2023,400512157,428361,1
US,2022-07-01,2023,400512157,428362,0
US,2022-07-01,2023,400512160,428503,1
US,2022-07-01,2023,400512175,428363,1
US,2022-07-01,2023,400512180,428504,1
US,2022-07-01,2023,400540110,428768,1
US,2022-07-01,2023,400540110,428774,0
US,2022-07-01,2023,400540120,428770,1
US,2022-07-01,2023,400540150,428771,1
US,2022-07-01,2023,400540155,428772,1
US,2022-07-01,2023,400546110,428773,1
US,2022-07-01,2023,400546110,428769,0
US,2022-07-01,2023,400546120,428775,1
US,2022-07-01,2023,400546150,428776,1
US,2022-07-01,2023,400546155,428777,1
US,2022-07-01,2023,400546155,428778,0
US,2022-07-01,2023,400555110,428745,1
US,2022-07-01,2023,400555110,428746,0
US,2022-07-01,2023,400555120,428747,1
US,2022-07-01,2023,400555130,428748,1
US,2022-07-01,2023,400555140,428749,1
US,2022-07-01,2023,400558110,428750,1
US,2022-07-01,2023,400558110,428751,0
US,2022-07-01,2023,400558120,428752,1
US,2022-07-01,2023,400558130,428753,1
US,2022-07-01,2023,400558140,428754,1
US,2022-07-01,2023,400558140,428755,0
US,2022-07-01,2023,410355107,430180,1
US,2022-07-01,2023,410355110,430181,1
US,2022-07-01,2023,410355118,430182,1
US,2022-07-01,2023,410355123,430184,1
US,2022-07-01,2023,410355126,430183,1
US,2022-07-01,2023,410364120,428707,1
US,2022-07-01,2023,410365110,428708,1
US,2022-07-01,2023,410365120,428709,1
US,2022-07-01,2023,410365125,428710,1
US,2022-07-01,2023,410365130,428711,1
US,2022-07-01,2023,410365140,428712,1
US,2022-07-01,2023,410369125,427011,1
US,2022-07-01,2023,410369130,427012,1
US,2022-07-01,2023,410369140,427015,1
US,2022-07-01,2023,410369142,427016,1
US,2022-07-01,2023,410369160,427250,1
US,2022-07-01,2023,410370125,427013,1
US,2022-07-01,2023,410370130,427014,1
US,2022-07-01,2023,410370132,427017,1
US,2022-07-01,2023,410370140,427018,1
US,2022-07-01,2023,410370142,427020,1
US,2022-07-01,2023,410370147,427019,1
US,2022-07-01,2023,410370148,427021,1
US,2022-07-01,2023,410370160,427251,1
US,2022-07-01,2023,410370165,427252,1
US,2022-07-01,2023,410370170,427253,1
US,2022-07-01,2023,410370180,427826,1
US,2022-07-01,2023,410370182,427827,1
US,2022-07-01,2023,410371105,428595,1
US,2022-07-01,2023,410371110,428597,1
US,2022-07-01,2023,410371145,428596,1
US,2022-07-01,2023,410371150,428598,1
US,2022-07-01,2023,425112120,426761,1
US,2022-07-01,2023,425112124,426763,1
US,2022-07-01,2023,425112130,426762,1
US,2022-07-01,2023,425112133,426764,1
US,2022-07-01,2023,425114130,426060,1
US,2022-07-01,2023,425114138,426061,1
US,2022-07-01,2023,425114146,426062,1
US,2022-07-01,2023,425114157,426063,1
US,2022-07-01,2023,425114161,426064,1
US,2022-07-01,2023,425115135,426746,1
US,2022-07-01,2023,425115140,426747,1
US,2022-07-01,2023,425115151,426748,1
US,2022-07-01,2023,425115156,426749,1
US,2022-07-01,2023,425115164,426750,1
US,2022-07-01,2023,425130115,426054,1
US,2022-07-01,2023,425130117,426059,1
US,2022-07-01,2023,425130123,426055,1
US,2022-07-01,2023,425130127,426056,1
US,2022-07-01,2023,425130130,426057,1
US,2022-07-01,2023,425130132,426058,1
US,2022-07-01,2023,425130135,426047,1
US,2022-07-01,2023,425130140,426048,1
US,2022-07-01,2023,425130145,426049,1
US,2022-07-01,2023,425130152,426050,1
US,2022-07-01,2023,425130160,426051,1
US,2022-07-01,2023,425130165,426052,1
US,2022-07-01,2023,425130168,426053,1
US,2022-07-01,2023,425145130,426797,1
US,2022-07-01,2023,425145134,426801,1
US,2022-07-01,2023,425145136,426916,1
US,2022-07-01,2023,425145140,426798,1
US,2022-07-01,2023,425145148,426802,1
US,2022-07-01,2023,425145150,426799,1
US,2022-07-01,2023,425145152,426803,1
US,2022-07-01,2023,425145155,426804,1
US,2022-07-01,2023,425145160,426806,1
US,2022-07-01,2023,425145165,426807,1
US,2022-07-01,2023,425145170,426800,1
US,2022-07-01,2023,425145174,426805,1
US,2022-07-01,2023,440557115,427603,1
US,2022-07-01,2023,440557120,427604,1
US,2022-07-01,2023,440558120,427606,1
US,2022-07-01,2023,440558130,427607,1
US,2022-07-01,2023,440558135,427609,1
US,2022-07-01,2023,440560120,427608,1
US,2022-07-01,2023,440560130,427610,1
US,2022-07-01,2023,480159110,426917,1
US,2022-07-01,2023,480159115,426918,1
US,2022-07-01,2023,480159120,426919,1
US,2022-07-01,2023,480159125,426920,1
US,2022-07-01,2023,480159130,426921,1
US,2022-07-01,2023,480159135,426922,1
US,2022-07-01,2023,480159150,426923,1
US,2022-07-01,2023,480159155,426925,1
US,2022-07-01,2023,480159160,426926,1
US,2022-07-01,2023,560162131,427349,1
US,2022-07-01,2023,560162135,427350,1
US,2022-07-01,2023,560162140,427351,1
US,2022-07-01,2023,560162145,427352,1
US,2022-07-01,2023,580112105,427531,1
US,2022-07-01,2023,580112125,427532,1
US,2022-07-01,2023,580194115,427566,1
US,2022-07-01,2023,580194117,427567,1
US,2022-07-01,2023,580194140,427568,1
US,2022-07-01,2023,580194142,427569,1
US,2022-07-01,2023,580194160,427570,1
US,2022-07-01,2023,580194162,427571,1
US,2022-07-01,2023,780113110,429068,1
US,2022-07-01,2023,780113115,429069,1
US,2022-07-01,2023,780113131,429070,1
US,2022-07-01,2023,780113152,429071,1
US,2022-07-01,2023,780114109,429062,1
US,2022-07-01,2023,780114111,429063,1
US,2022-07-01,2023,780114121,429064,1
US,2022-07-01,2023,780114155,429065,1
US,2022-07-01,2023,780114156,429066,1
US,2022-07-01,2023,780114165,429067,1
US,2022-07-01,2023,780118105,428561,1
US,2022-07-01,2023,780118107,428562,1
US,2022-07-01,2023,780118110,428563,1
US,2022-07-01,2023,780118120,428564,1
US,2022-07-01,2023,780118126,428565,1
US,2022-07-01,2023,780118130,428566,1
US,2022-07-01,2023,780118135,428825,1
US,2022-07-01,2023,780120110,428083,1
US,2022-07-01,2023,780120120,428084,1
US,2022-07-01,2023,780120130,428085,1
US,2022-07-01,2023,780120140,428086,1
US,2022-07-01,2023,780128108,428586,1
US,2022-07-01,2023,780128130,428587,1
US,2022-07-01,2023,780128134,428594,1
US,2022-07-01,2023,780128155,428588,1
US,2022-07-01,2023,780128162,428589,1
US,2022-07-01,2023,780128167,428590,1
US,2022-07-01,2023,780128168,428591,1
US,2022-07-01,2023,780128170,428592,1
US,2022-07-01,2023,780128178,428593,1
US,2022-07-01,2023,780140110,427542,1
US,2022-07-01,2023,780140120,427543,1
US,2022-07-01,2023,780140130,427544,1
US,2022-07-01,2023,820236120,428087,1
US,2022-07-01,2023,820236120,428088,0
US,2022-07-01,2023,820236120,428089,0
US,2022-07-01,2023,820236130,428090,1
US,2022-07-01,2023,820236130,428091,0
US,2022-07-01,2023,820236130,428092,0
US,2022-07-01,2023,820237120,428093,1
US,2022-07-01,2023,820237120,428095,0
US,2022-07-01,2023,820237120,428094,0
US,2022-07-01,2023,820237130,428096,1
US,2022-07-01,2023,820237130,428097,0
US,2022-07-01,2023,820237130,428098,0
US,2022-07-01,2023,860123110,427642,1
US,2022-07-01,2023,860123113,427648,1
US,2022-07-01,2023,860123114,427643,1
US,2022-07-01,2023,860123115,427649,1
US,2022-07-01,2023,860123118,427644,1
US,2022-07-01,2023,860126120,427645,1
US,2022-07-01,2023,860126123,427650,1
US,2022-07-01,2023,860126124,427646,1
US,2022-07-01,2023,860126125,427651,1
US,2022-07-01,2023,860126130,427647,1
US,2022-07-01,2023,860128105,427749,1
US,2022-07-01,2023,860128110,427747,1
US,2022-07-01,2023,860128115,427748,1
US,2022-07-01,2023,860132105,427662,1
US,2022-07-01,2023,860132110,427661,1
US,2022-07-01,2023,860132115,427660,1
US,2022-07-01,2023,860136105,427778,1
US,2022-07-01,2023,860136106,427783,1
US,2022-07-01,2023,860136108,427781,1
US,2022-07-01,2023,860136109,427786,1
US,2022-07-01,2023,860136113,427779,1
US,2022-07-01,2023,860136114,427784,1
US,2022-07-01,2023,860136123,427782,1
US,2022-07-01,2023,860136124,427787,1
US,2022-07-01,2023,860136126,427780,1
US,2022-07-01,2023,860136126,427788,0
US,2022-07-01,2023,860136127,427785,1
US,2022-07-01,2023,860136127,427790,0
US,2022-07-01,2023,860136131,427789,1
US,2022-07-01,2023,860136132,427791,1
US,2022-07-01,2023,860136142,427797,1
US,2022-07-01,2023,860136143,427802,1
US,2022-07-01,2023,860136147,427798,1
US,2022-07-01,2023,860136148,427800,1
US,2022-07-01,2023,860136153,427799,1
US,2022-07-01,2023,860136153,427803,0
US,2022-07-01,2023,860136154,427804,1
US,2022-07-01,2023,860136161,427801,1
US,2022-07-01,2023,860137182,427659,1
US,2022-07-01,2023,860138110,427652,1
US,2022-07-01,2023,860138115,427653,1
US,2022-07-01,2023,860141115,427764,1
US,2022-07-01,2023,860141117,427770,1
US,2022-07-01,2023,860141117,427765,0
US,2022-07-01,2023,860141120,427771,1
US,2022-07-01,2023,860141120,427766,0
US,2022-07-01,2023,860142115,427760,1
US,2022-07-01,2023,860142116,427767,1
US,2022-07-01,2023,860142116,427761,0
US,2022-07-01,2023,860142118,427768,1
US,2022-07-01,2023,860142118,427762,0
US,2022-07-01,2023,860142149,427769,1
US,2022-07-01,2023,860142149,427763,0
US,2022-07-01,2023,860142170,427772,1
US,2022-07-01,2023,860142171,427776,1
US,2022-07-01,2023,860142171,427773,0
US,2022-07-01,2023,860142172,427777,1
US,2022-07-01,2023,860142172,427774,0
US,2022-07-01,2023,860142178,427775,1
US,2022-07-01,2023,860172122,427823,1
US,2022-07-01,2023,860172129,427824,1
US,2022-07-01,2023,860172148,427837,1
US,2022-07-01,2023,860176160,427654,1
US,2022-07-01,2023,860176170,427655,1
US,2022-07-01,2023,860400127,427740,1
US,2022-07-01,2023,860400131,427744,1
US,2022-07-01,2023,860400137,427741,1
US,2022-07-01,2023,860400140,427745,1
US,2022-07-01,2023,860400141,427746,1
US,2022-07-01,2023,860400144,427742,1
US,2022-07-01,2023,860400145,427743,1
US,2022-07-01,2023,860400151,427753,1
US,2022-07-01,2023,860400156,427754,1
US,2022-07-01,2023,860400156,427757,0
US,2022-07-01,2023,860400157,427758,1
US,2022-07-01,2023,860400161,427755,1
US,2022-07-01,2023,860400161,427756,0
US,2022-07-01,2023,860400162,427759,1
US,2022-07-01,2022,020125105,423559,1
US,2022-07-01,2022,020125115,423560,1
US,2022-07-01,2022,020125120,423561,1
US,2022-07-01,2022,020125130,423562,1
US,2022-07-01,2022,020140120,424967,1
US,2022-07-01,2022,020140125,424968,1
US,2022-07-01,2022,020140127,424969,1
US,2022-07-01,2022,020140132,424971,1
US,2022-07-01,2022,020140135,424972,1
US,2022-07-01,2022,020140137,424973,1
US,2022-07-01,2022,020140140,424974,1
US,2022-07-01,2022,020140166,424975,1
US,2022-07-01,2022,020140167,424976,1
US,2022-07-01,2022,020168115,425744,1
US,2022-07-01,2022,020168120,425745,1
US,2022-07-01,2022,020168125,425746,1
US,2022-07-01,2022,020168140,425739,1
US,2022-07-01,2022,020168145,425740,1
US,2022-07-01,2022,020168150,425741,1
US,2022-07-01,2022,020168155,425742,1
US,2022-07-01,2022,020168157,425747,1
US,2022-07-01,2022,020168160,425743,1
US,2022-07-01,2022,020169130,419577,1
US,2022-07-01,2022,020169140,419578,1
US,2022-07-01,2022,020170130,419573,1
US,2022-07-01,2022,020170140,419574,1
US,2022-07-01,2022,020170157,419575,1
US,2022-07-01,2022,020170160,419576,1
US,2022-07-01,2022,020170183,426427,1
US,2022-07-01,2022,020170188,426428,1
US,2022-07-01,2022,020190121,425066,1
US,2022-07-01,2022,040150110,422156,1
US,2022-07-01,2022,040150120,422160,1
US,2022-07-01,2022,040150130,422157,1
US,2022-07-01,2022,040150140,422161,1
US,2022-07-01,2022,040150142,422158,1
US,2022-07-01,2022,040150144,422162,1
US,2022-07-01,2022,040150150,422159,1
US,2022-07-01,2022,040160106,422132,1
US,2022-07-01,2022,040160110,422128,1
US,2022-07-01,2022,040160120,422129,1
US,2022-07-01,2022,040160130,422130,1
US,2022-07-01,2022,040160160,422131,1
US,2022-07-01,2022,080108115,423789,1
US,2022-07-01,2022,080108120,423790,1
US,2022-07-01,2022,080108125,423793,1
US,2022-07-01,2022,080108134,423791,1
US,2022-07-01,2022,080108136,423792,1
US,2022-07-01,2022,080108138,423794,1
US,2022-07-01,2022,080109108,423731,1
US,2022-07-01,2022,080109110,423732,1
US,2022-07-01,2022,080109115,423733,1
US,2022-07-01,2022,080110110,427686,1
US,2022-07-01,2022,080128102,421695,1
US,2022-07-01,2022,080128110,421697,1
US,2022-07-01,2022,080128114,421696,1
US,2022-07-01,2022,080128115,421698,1
US,2022-07-01,2022,080128121,421700,1
US,2022-07-01,2022,080128127,421699,1
US,2022-07-01,2022,080129105,421584,1
US,2022-07-01,2022,080129110,421585,1
US,2022-07-01,2022,080129115,421586,1
US,2022-07-01,2022,080130108,421559,1
US,2022-07-01,2022,080130110,421557,1
US,2022-07-01,2022,080130120,421558,1
US,2022-07-01,2022,080135116,421742,1
US,2022-07-01,2022,080135127,421743,1
US,2022-07-01,2022,080137115,421616,1
US,2022-07-01,2022,080137120,421617,1
US,2022-07-01,2022,080137125,421618,1
US,2022-07-01,2022,080137130,421619,1
US,2022-07-01,2022,080137135,421620,1
US,2022-07-01,2022,080137144,421621,1
US,2022-07-01,2022,080138115,421741,1
US,2022-07-01,2022,080139115,426752,1
US,2022-07-01,2022,080140107,421613,1
US,2022-07-01,2022,080140117,421614,1
US,2022-07-01,2022,080140127,421615,1
US,2022-07-01,2022,080140152,421610,1
US,2022-07-01,2022,080140155,421611,1
US,2022-07-01,2022,080140158,421612,1
US,2022-07-01,2022,080141117,421630,1
US,2022-07-01,2022,080141120,421628,1
US,2022-07-01,2022,080141130,421629,1
US,2022-07-01,2022,080142110,421627,1
US,2022-07-01,2022,080142111,421625,1
US,2022-07-01,2022,080142115,421626,1
US,2022-07-01,2022,080142140,421624,1
US,2022-07-01,2022,080142142,421622,1
US,2022-07-01,2022,080142145,421623,1
US,2022-07-01,2022,080143105,422964,1
US,2022-07-01,2022,080144105,422963,1
US,2022-07-01,2022,080147116,421665,1
US,2022-07-01,2022,080147118,421664,1
US,2022-07-01,2022,080147123,421669,1
US,2022-07-01,2022,080147126,421668,1
US,2022-07-01,2022,080147127,421667,1
US,2022-07-01,2022,080148115,421670,1
US,2022-07-01,2022,080148125,421671,1
US,2022-07-01,2022,080150103,421652,1
US,2022-07-01,2022,080150105,421653,1
US,2022-07-01,2022,080151120,421703,1
US,2022-07-01,2022,080151125,421701,1
US,2022-07-01,2022,080151135,421702,1
US,2022-07-01,2022,080151153,422966,1
US,2022-07-01,2022,080151160,422967,1
US,2022-07-01,2022,080152115,422738,1
US,2022-07-01,2022,080153110,421587,1
US,2022-07-01,2022,080153120,421588,1
US,2022-07-01,2022,080154110,422842,1
US,2022-07-01,2022,080155130,427001,1
US,2022-07-01,2022,080157110,427010,1
US,2022-07-01,2022,080165125,421692,1
US,2022-07-01,2022,080165141,421691,1
US,2022-07-01,2022,080165147,421694,1
US,2022-07-01,2022,080165170,421693,1
US,2022-07-01,2022,080167116,421582,1
US,2022-07-01,2022,080167119,421580,1
US,2022-07-01,2022,080167121,421583,1
US,2022-07-01,2022,080167122,421581,1
US,2022-07-01,2022,080168105,426810,1
US,2022-07-01,2022,080168106,426811,1
US,2022-07-01,2022,080168109,426812,1
US,2022-07-01,2022,080168110,421634,1
US,2022-07-01,2022,080168115,421635,1
US,2022-07-01,2022,080168118,421636,1
US,2022-07-01,2022,080168145,421637,1
US,2022-07-01,2022,080168149,421638,1
US,2022-07-01,2022,080168153,421639,1
US,2022-07-01,2022,080169110,421569,1
US,2022-07-01,2022,080169120,421567,1
US,2022-07-01,2022,080169130,421568,1
US,2022-07-01,2022,080170120,421683,1
US,2022-07-01,2022,080170125,421684,1
US,2022-07-01,2022,080170135,421686,1
US,2022-07-01,2022,080170140,421685,1
US,2022-07-01,2022,080170155,421687,1
US,2022-07-01,2022,080171110,421573,1
US,2022-07-01,2022,080171115,421574,1
US,2022-07-01,2022,080172110,421631,1
US,2022-07-01,2022,080172120,421632,1
US,2022-07-01,2022,080172130,421633,1
US,2022-07-01,2022,080174110,421570,1
US,2022-07-01,2022,080174120,421571,1
US,2022-07-01,2022,080174130,421572,1
US,2022-07-01,2022,080177110,425578,1
US,2022-07-01,2022,080177115,425579,1
US,2022-07-01,2022,080177140,425577,1
US,2022-07-01,2022,080177145,425580,1
US,2022-07-01,2022,080177150,425581,1
US,2022-07-01,2022,080178110,425582,1
US,2022-07-01,2022,080178115,425583,1
